Unnamed: 0,Enter your name,Enter your email id,What  Age Group do you fall in,Kindly mention your gender,Do you currently own a two-wheeler?,"According to your age group, which bike type is most suitable?  ",Why do you think this type of bike suits your age group best? ,Best bike type for Below 20 years (students/young riders):,Best bike type for 21–30 years (working professionals/young adults):,Best bike type for 31–40 years (family-oriented riders):,  Best bike type for 41–50 years (mid-age riders):,Best bike type for 51 years & above (senior riders):,"When choosing a bike, which feature is most important to you?  ",What price range is affordable for your age group?  ,Do you think electric bikes are a good option for your age group?  ,Timestamp,"According to your age group, which bike type is most suitable?","When choosing a bike, which feature is most important to you?",What price range is affordable for your age group?,Do you think electric bikes are a good option for your age group?
Unknown,Zeeshan Shanker,oorja55@maharaj-thakur.com,Below 20 years,Female,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-03-2025 04:51,"Electric Bike (eco-friendly, modern)",Performance & Speed,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Kimaya Kothari,kakarveer@chandra-sarraf.net,21-30 Years,Male,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Performance & Speed,Electric bike/scooter,Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,20-02-2025 04:38,"Commuter (100–150cc, mileage-focused)",Low maintenance cost,"Below ₹70,000",No – Lack of charging/service support
Unknown,Sara Sarraf,sharafarnav@sachdev-chand.com,31-40 Years,Prefer not to say,Yes – Cruiser,"Commuter (100–150cc, mileage-focused)",Performance & Speed,"Commuter bike (100–125cc, high mileage)","Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,30-08-2025 22:22,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Aarush Sridhar,qbhatt@jhaveri-dhaliwal.info,31-40 Years,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Comfort & Ease of riding,Electric bike/scooter,"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,18-07-2025 10:59,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Above ₹1,50,000",No – Lack of charging/service support
Unknown,Lakshit Rajagopal,tvasa@chawla-issac.org,21-30 Years,Male,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Safety features,Higher power Bikes(200cc and above),"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-02-2025 04:52,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,"Below ₹70,000",No – Lack of charging/service support
Unknown,Faiyaz Tara,vritikawalla@sanghvi-sundaram.com,21-30 Years,Female,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Low maintenance cost,Entry-level Sports (150cc),"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,14-07-2025 22:25,"Commuter (100–150cc, mileage-focused)",Safety features,"₹1,00,000–₹1,50,000",Not sure
Unknown,Saksham Bumb,rhea61@yahoo.com,31-40 Years,Female,Yes – Electric Bike,Cruiser (comfortable for long rides),Stylish design / Looks,Entry-level Sports (150cc),"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,23-02-2025 16:58,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Yashvi Chaudhary,mkapoor@kala.info,31-40 Years,Prefer not to say,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-06-2025 02:13,Sports Bike (performance-oriented),Safety features,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Ishaan Mander,manikya01@gmail.com,41-50 Years,Male,No,Cruiser (comfortable for long rides),Performance & Speed,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,31-10-2025 07:48,Cruiser (comfortable for long rides),Comfort & Ease of riding,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Onkar Baral,purab86@sanghvi.org,41-50 Years,Male,Yes – Electric Bike,Sports Bike (performance-oriented),Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-04-2025 14:54,Cruiser (comfortable for long rides),Mileage / Fuel efficiency,"Above ₹1,50,000",Not sure
Unknown,Vanya Jain,swamyraghav@yahoo.com,21-30 Years,Prefer not to say,Yes – Electric Bike,"Scooter (gearless, lightweight)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-07-2025 09:46,"Commuter (100–150cc, mileage-focused)",Resale value,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Darshit Ranganathan,sana46@yahoo.com,51 Years and above,Female,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Performance & Speed,Entry-level Sports (150cc),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-07-2025 00:06,"Commuter (100–150cc, mileage-focused)",Resale value,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Aradhya Dar,rajaadah@hotmail.com,51 Years and above,Male,Yes – Electric Bike,"Commuter (100–150cc, mileage-focused)",Low maintenance cost,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-01-2025 13:19,"Scooter (gearless, lightweight)",Performance & Speed,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Shanaya Mann,ivan33@hotmail.com,Below 20 years,Prefer not to say,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-05-2025 03:35,"Scooter (gearless, lightweight)",Stylish design / Looks,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Chirag Cheema,azadsathe@bakshi.biz,21-30 Years,Prefer not to say,Yes – Sports Bike,Sports Bike (performance-oriented),Safety features,Higher power Bikes(200cc and above),Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-08-2025 00:04,"Commuter (100–150cc, mileage-focused)",Safety features,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Vidur Luthra,vihaan01@yahoo.com,51 Years and above,Prefer not to say,Yes – Cruiser,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,Electric bike/scooter,"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-09-2025 20:03,Sports Bike (performance-oriented),Stylish design / Looks,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Vivaan Biswas,pihu26@kunda.com,31-40 Years,Male,No,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,Higher power Bikes(200cc and above),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-06-2025 21:11,Sports Bike (performance-oriented),Comfort & Ease of riding,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Indrans Mander,rjaggi@vohra.com,51 Years and above,Male,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Safety features,Electric bike/scooter,"Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-02-2025 14:58,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Piya Sule,diya17@yahoo.com,Below 20 years,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-02-2025 17:58,"Commuter (100–150cc, mileage-focused)",Safety features,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Lagan Yohannan,anya35@sama.com,51 Years and above,Prefer not to say,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Performance & Speed,"Commuter bike (100–125cc, high mileage)",Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,17-01-2025 17:32,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Rania Raval,solankivanya@cheema-ghose.com,31-40 Years,Male,Yes – Cruiser,Cruiser (comfortable for long rides),Low maintenance cost,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-08-2025 23:54,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Divij Sampath,janiindrajit@bava-mangat.com,Below 20 years,Male,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Performance & Speed,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,16-10-2025 09:40,Cruiser (comfortable for long rides),Low maintenance cost,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Romil Koshy,salvikismat@gmail.com,41-50 Years,Female,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,Higher power Bikes(200cc and above),Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-02-2025 22:39,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Eshani Kale,ambleriya@hotmail.com,21-30 Years,Female,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Comfort & Ease of riding,Electric bike/scooter,Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-07-2025 05:38,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Hrishita Das,vivaanbali@khare-raja.com,31-40 Years,Prefer not to say,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)","Commuter (150–200cc, mileage + performance balance)","Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,12-10-2025 06:15,Cruiser (comfortable for long rides),Mileage / Fuel efficiency,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Riaan Shan,tchhabra@hotmail.com,51 Years and above,Female,Yes – Commuter (100–150cc),Sports Bike (performance-oriented),Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-06-2025 10:02,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"Above ₹1,50,000",Not sure
Unknown,Nirvi Date,galasamiha@yahoo.com,51 Years and above,Male,Yes – Electric Bike,Cruiser (comfortable for long rides),Performance & Speed,Entry-level Sports (150cc),Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-08-2025 04:11,Sports Bike (performance-oriented),Resale value,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Tushar Som,ladira@sani-kakar.biz,Below 20 years,Prefer not to say,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Safety features,Entry-level Sports (150cc),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,27-09-2025 10:49,"Scooter (gearless, lightweight)",Safety features,"₹1,00,000–₹1,50,000",Not sure
Unknown,Arnav Ghosh,indranillanka@gmail.com,Below 20 years,Male,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Performance & Speed,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-03-2025 08:08,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Charvi Balasubramanian,dhruv83@gmail.com,21-30 Years,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Stylish design / Looks,Entry-level Sports (150cc),Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,09-07-2025 13:41,"Commuter (100–150cc, mileage-focused)",Low maintenance cost,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Damini Wadhwa,vsur@hotmail.com,21-30 Years,Female,Yes – Cruiser,"Scooter (gearless, lightweight)",Performance & Speed,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-01-2025 09:12,"Electric Bike (eco-friendly, modern)",Performance & Speed,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Bhavin Chawla,jayant70@bawa-upadhyay.biz,21-30 Years,Female,Yes – Sports Bike,"Scooter (gearless, lightweight)",Stylish design / Looks,Higher power Bikes(200cc and above),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,18-08-2025 00:14,"Electric Bike (eco-friendly, modern)",Safety features,"₹1,00,000–₹1,50,000",Not sure
Unknown,Kanav Tripathi,kapurrati@gmail.com,21-30 Years,Prefer not to say,Yes – Sports Bike,Cruiser (comfortable for long rides),Low maintenance cost,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-09-2025 17:11,Sports Bike (performance-oriented),Stylish design / Looks,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Inaaya  Apte,aarnabaral@wable-sheth.org,51 Years and above,Prefer not to say,Yes – Scooter (gearless),Sports Bike (performance-oriented),Comfort & Ease of riding,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-04-2025 15:14,Cruiser (comfortable for long rides),Stylish design / Looks,"Above ₹1,50,000",No – Lack of charging/service support
Unknown,Lakshit Soni,qdhar@yahoo.com,21-30 Years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Performance & Speed,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,20-04-2025 12:24,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Saksham Date,tbail@gmail.com,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),Sports Bike (performance-oriented),Safety features,"Commuter bike (100–125cc, high mileage)",Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,11-01-2025 15:26,Cruiser (comfortable for long rides),Low maintenance cost,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Piya Bobal,prisha91@keer.info,Below 20 years,Female,No,Cruiser (comfortable for long rides),Comfort & Ease of riding,Entry-level Sports (150cc),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,17-04-2025 20:59,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"₹1,00,000–₹1,50,000",Not sure
